event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
press,e,,1750044416.998,0.186,0.0,0.3729,user1,s3
release,e,0.077,1750044417.076,,,,user1,s3
press,t,,1750044417.213,0.215,0.0,0.3729,user1,s3
release,t,0.065,1750044417.278,,,,user1,s3
press,i,,1750044417.353,0.14,0.0,0.3729,user1,s3
release,i,0.068,1750044417.422,,,,user1,s3
press,n,,1750044417.579,0.225,0.0,0.3729,user1,s3
release,n,0.055,1750044417.634,,,,user1,s3
press,a,,1750044417.706,0.127,0.0,0.3729,user1,s3
release,a,0.064,1750044417.77,,,,user1,s3
press,Key.space,,1750044417.864,0.158,0.0,0.3729,user1,s3
release,Key.space,0.044,1750044417.908,,,,user1,s3
press,d,,1750044418.042,0.178,0.0,0.3729,user1,s3
release,d,0.068,1750044418.11,,,,user1,s3
press,i,,1750044418.34,0.298,0.0,0.3729,user1,s3
release,i,0.029,1750044418.37,,,,user1,s3
press,s,,1750044418.525,0.184,0.0,0.3729,user1,s3
release,s,0.026,1750044418.551,,,,user1,s3
press,p,,1750044418.79,0.265,0.0,0.3729,user1,s3
release,p,0.032,1750044418.823,,,,user1,s3
press,a,,1750044419.218,0.427,0.0,0.3729,user1,s3
release,a,0.041,1750044419.259,,,,user1,s3
press,Key.backspace,,1750044420.02,0.803,1.0,0.3729,user1,s3
release,Key.backspace,0.085,1750044420.106,,,,user1,s3
press,l,,1750044420.302,0.282,0.0,0.3729,user1,s3
release,l,0.051,1750044420.354,,,,user1,s3
press,a,,1750044420.458,0.155,0.0,0.3729,user1,s3
release,a,0.045,1750044420.503,,,,user1,s3
press,y,,1750044420.771,0.313,0.0,0.3729,user1,s3
release,y,0.047,1750044420.818,,,,user1,s3
press,Key.space,,1750044421.82,1.049,0.0,0.3729,user1,s3
release,Key.space,0.02,1750044421.84,,,,user1,s3
press,o,,1750044422.944,1.124,0.0,0.3729,user1,s3
release,o,0.059,1750044423.003,,,,user1,s3
press,f,,1750044423.232,0.288,0.0,0.373,user1,s3
release,f,0.06,1750044423.292,,,,user1,s3
press,f,,1750044423.38,0.148,0.0,0.373,user1,s3
release,f,0.075,1750044423.455,,,,user1,s3
press,e,,1750044423.569,0.189,0.0,0.373,user1,s3
release,e,0.07,1750044423.639,,,,user1,s3
press,r,,1750044423.741,0.173,0.0,0.373,user1,s3
release,r,0.065,1750044423.807,,,,user1,s3
press,s,,1750044424.135,0.393,0.0,0.373,user1,s3
release,s,0.055,1750044424.19,,,,user1,s3
press,Key.space,,1750044424.34,0.206,0.0,0.373,user1,s3
release,Key.space,0.034,1750044424.374,,,,user1,s3
press,a,,1750044424.473,0.133,0.0,0.373,user1,s3
release,a,0.046,1750044424.519,,,,user1,s3
press,Key.space,,1750044424.584,0.111,0.0,0.373,user1,s3
release,Key.space,0.047,1750044424.631,,,,user1,s3
press,b,,1750044425.023,0.439,0.0,0.373,user1,s3
release,b,0.075,1750044425.098,,,,user1,s3
press,r,,1750044425.263,0.239,0.0,0.373,user1,s3
release,r,0.07,1750044425.333,,,,user1,s3
press,i,,1750044425.622,0.359,0.0,0.373,user1,s3
release,i,0.065,1750044425.687,,,,user1,s3
press,g,,1750044425.969,0.347,0.0,0.373,user1,s3
release,g,0.064,1750044426.032,,,,user1,s3
press,h,,1750044426.092,0.123,0.0,0.373,user1,s3
release,h,0.057,1750044426.149,,,,user1,s3
press,t,,1750044426.215,0.124,0.0,0.373,user1,s3
release,t,0.06,1750044426.276,,,,user1,s3
press,Key.space,,1750044426.337,0.121,0.0,0.373,user1,s3
release,Key.space,0.04,1750044426.377,,,,user1,s3
press,a,,1750044426.801,0.464,0.0,0.373,user1,s3
release,a,0.028,1750044426.829,,,,user1,s3
press,n,,1750044426.888,0.088,0.0,0.373,user1,s3
release,n,0.045,1750044426.933,,,,user1,s3
press,d,,1750044427.069,0.181,0.0,0.373,user1,s3
release,d,0.053,1750044427.122,,,,user1,s3
press,Key.space,,1750044427.171,0.102,0.0,0.373,user1,s3
release,Key.space,0.048,1750044427.22,,,,user1,s3
press,v,,1750044427.793,0.621,0.0,0.373,user1,s3
release,v,0.049,1750044427.842,,,,user1,s3
press,i,,1750044427.895,0.102,0.0,0.373,user1,s3
release,i,0.056,1750044427.951,,,,user1,s3
press,v,,1750044428.024,0.129,0.0,0.373,user1,s3
release,v,0.06,1750044428.083,,,,user1,s3
press,i,,1750044428.112,0.088,0.0,0.373,user1,s3
release,i,0.06,1750044428.171,,,,user1,s3
press,d,,1750044428.716,0.604,0.0,0.373,user1,s3
release,d,0.066,1750044428.783,,,,user1,s3
press,Key.space,,1750044431.96,3.244,0.0,0.373,user1,s3
release,Key.space,0.092,1750044432.052,,,,user1,s3
press,v,,1750044432.501,0.541,0.0,0.3731,user1,s3
release,v,0.055,1750044432.556,,,,user1,s3
press,i,,1750044433.07,0.57,0.0,0.3731,user1,s3
release,i,0.02,1750044433.09,,,,user1,s3
press,e,,1750044433.271,0.201,0.0,0.3731,user1,s3
release,e,0.049,1750044433.32,,,,user1,s3
press,w,,1750044433.46,0.189,0.0,0.3731,user1,s3
release,w,0.058,1750044433.518,,,,user1,s3
press,i,,1750044433.667,0.207,0.0,0.3731,user1,s3
release,i,0.065,1750044433.732,,,,user1,s3
press,n,,1750044433.907,0.24,0.0,0.3731,user1,s3
release,n,0.044,1750044433.951,,,,user1,s3
press,g,,1750044434.184,0.277,0.0,0.3731,user1,s3
release,g,0.061,1750044434.245,,,,user1,s3
press,Key.space,,1750044434.315,0.131,0.0,0.3731,user1,s3
release,Key.space,0.048,1750044434.362,,,,user1,s3
press,e,,1750044434.96,0.645,0.0,0.3731,user1,s3
release,e,0.037,1750044434.997,,,,user1,s3
press,x,,1750044435.221,0.262,0.0,0.3731,user1,s3
release,x,0.07,1750044435.291,,,,user1,s3
press,p,,1750044435.534,0.312,0.0,0.3731,user1,s3
release,p,0.05,1750044435.584,,,,user1,s3
press,e,,1750044435.721,0.187,0.0,0.3731,user1,s3
release,e,0.067,1750044435.788,,,,user1,s3
press,r,,1750044435.923,0.202,0.0,0.3731,user1,s3
release,r,0.072,1750044435.995,,,,user1,s3
press,i,,1750044436.142,0.219,0.0,0.3731,user1,s3
release,i,0.048,1750044436.19,,,,user1,s3
press,e,,1750044436.765,0.624,0.0,0.3731,user1,s3
release,e,0.021,1750044436.786,,,,user1,s3
press,n,,1750044436.867,0.102,0.0,0.3731,user1,s3
release,n,0.056,1750044436.924,,,,user1,s3
press,c,,1750044437.15,0.282,0.0,0.3731,user1,s3
release,c,0.046,1750044437.196,,,,user1,s3
press,e,,1750044437.367,0.218,0.0,0.3731,user1,s3
release,e,0.039,1750044437.407,,,,user1,s3
press,",",,1750044439.07,1.702,0.0,0.3731,user1,s3
release,",",0.039,1750044439.108,,,,user1,s3
press,Key.space,,1750044439.281,0.211,0.0,0.3731,user1,s3
release,Key.space,0.007,1750044439.288,,,,user1,s3
press,Key.backspace,,1750044441.59,2.309,1.0,0.3732,user1,s3
release,Key.backspace,0.051,1750044441.641,,,,user1,s3
press,Key.backspace,,1750044441.717,0.127,1.0,0.3732,user1,s3
release,Key.backspace,0.08,1750044441.797,,,,user1,s3
press,.,,1750044442.371,0.654,0.0,0.3732,user1,s3
release,.,0.027,1750044442.397,,,,user1,s3
press,Key.space,,1750044442.534,0.163,0.0,0.3732,user1,s3
release,Key.space,0.059,1750044442.592,,,,user1,s3
press,t,,1750044442.79,0.256,0.0,0.3732,user1,s3
release,t,0.03,1750044442.82,,,,user1,s3
press,h,,1750044442.878,0.088,0.0,0.3732,user1,s3
release,h,0.069,1750044442.947,,,,user1,s3
press,e,,1750044443.06,0.182,0.0,0.3732,user1,s3
release,e,0.068,1750044443.128,,,,user1,s3
press,s,,1750044443.278,0.218,0.0,0.3732,user1,s3
release,s,0.074,1750044443.353,,,,user1,s3
press,e,,1750044443.465,0.187,0.0,0.3732,user1,s3
release,e,0.058,1750044443.523,,,,user1,s3
press,Key.space,,1750044443.929,0.464,0.0,0.3732,user1,s3
release,Key.space,0.076,1750044444.005,,,,user1,s3
press,a,,1750044444.685,0.756,0.0,0.3732,user1,s3
release,a,0.074,1750044444.759,,,,user1,s3
press,r,,1750044444.982,0.297,0.0,0.3732,user1,s3
release,r,0.062,1750044445.043,,,,user1,s3
press,e,,1750044445.135,0.154,0.0,0.3732,user1,s3
release,e,0.074,1750044445.21,,,,user1,s3
press,Key.space,,1750044445.273,0.138,0.0,0.3732,user1,s3
release,Key.space,0.059,1750044445.332,,,,user1,s3
press,s,,1750044445.445,0.172,0.0,0.3732,user1,s3
release,s,0.039,1750044445.485,,,,user1,s3
press,l,,1750044445.675,0.23,0.0,0.3732,user1,s3
release,l,0.069,1750044445.744,,,,user1,s3
press,e,,1750044445.844,0.169,0.0,0.3732,user1,s3
release,e,0.062,1750044445.906,,,,user1,s3
press,e,,1750044445.984,0.14,0.0,0.3732,user1,s3
release,e,0.086,1750044446.07,,,,user1,s3
press,k,,1750044446.178,0.194,0.0,0.3732,user1,s3
release,k,0.068,1750044446.246,,,,user1,s3
press,Key.space,,1750044446.66,0.482,0.0,0.3732,user1,s3
release,Key.space,0.013,1750044446.672,,,,user1,s3
press,i,,1750044447.771,1.111,0.0,0.3732,user1,s3
release,i,0.035,1750044447.806,,,,user1,s3
press,n,,1750044447.913,0.143,0.0,0.3732,user1,s3
release,n,0.034,1750044447.948,,,,user1,s3
press,Key.space,,1750044448.067,0.153,0.0,0.3732,user1,s3
release,Key.space,0.061,1750044448.127,,,,user1,s3
press,d,,1750044448.344,0.278,0.0,0.3732,user1,s3
release,d,0.048,1750044448.392,,,,user1,s3
press,e,,1750044448.503,0.159,0.0,0.3732,user1,s3
release,e,0.058,1750044448.561,,,,user1,s3
press,s,,1750044448.685,0.182,0.0,0.3732,user1,s3
release,s,0.067,1750044448.752,,,,user1,s3
press,i,,1750044448.863,0.177,0.0,0.3732,user1,s3
release,i,0.071,1750044448.933,,,,user1,s3
press,g,,1750044449.221,0.359,0.0,0.3733,user1,s3
release,g,0.068,1750044449.289,,,,user1,s3
press,n,,1750044449.382,0.16,0.0,0.3733,user1,s3
release,n,0.05,1750044449.432,,,,user1,s3
press,Key.space,,1750044449.568,0.187,0.0,0.3733,user1,s3
release,Key.space,0.054,1750044449.623,,,,user1,s3
press,a,,1750044450.471,0.903,0.0,0.3733,user1,s3
release,a,0.073,1750044450.544,,,,user1,s3
press,n,,1750044450.614,0.143,0.0,0.3733,user1,s3
release,n,0.051,1750044450.665,,,,user1,s3
press,d,,1750044450.761,0.148,0.0,0.3733,user1,s3
release,d,0.032,1750044450.794,,,,user1,s3
press,Key.space,,1750044450.857,0.095,0.0,0.3733,user1,s3
release,Key.space,0.042,1750044450.899,,,,user1,s3
press,a,,1750044450.982,0.125,0.0,0.3733,user1,s3
release,a,0.061,1750044451.043,,,,user1,s3
press,r,,1750044451.257,0.276,0.0,0.3733,user1,s3
release,r,0.053,1750044451.31,,,,user1,s3
press,e,,1750044451.423,0.165,0.0,0.3733,user1,s3
release,e,0.059,1750044451.482,,,,user1,s3
press,Key.space,,1750044451.561,0.139,0.0,0.3733,user1,s3
release,Key.space,0.054,1750044451.615,,,,user1,s3
press,m,,1750044451.827,0.265,0.0,0.3733,user1,s3
release,m,0.056,1750044451.882,,,,user1,s3
press,a,,1750044451.94,0.114,0.0,0.3733,user1,s3
release,a,0.062,1750044452.002,,,,user1,s3
press,d,,1750044452.191,0.25,0.0,0.3733,user1,s3
release,d,0.063,1750044452.254,,,,user1,s3
press,e,,1750044453.948,1.757,0.0,0.3733,user1,s3
release,e,0.069,1750044454.017,,,,user1,s3
press,Key.space,,1750044454.091,0.143,0.0,0.3733,user1,s3
release,Key.space,0.066,1750044454.157,,,,user1,s3
press,w,,1750044454.26,0.169,0.0,0.3733,user1,s3
release,w,0.072,1750044454.332,,,,user1,s3
press,i,,1750044454.424,0.164,0.0,0.3733,user1,s3
release,i,0.058,1750044454.482,,,,user1,s3
press,t,,1750044454.627,0.203,0.0,0.3733,user1,s3
release,t,0.068,1750044454.695,,,,user1,s3
press,h,,1750044454.729,0.102,0.0,0.3733,user1,s3
release,h,0.043,1750044454.772,,,,user1,s3
press,Key.space,,1750044454.995,0.266,0.0,0.3733,user1,s3
release,Key.space,0.005,1750044454.999,,,,user1,s3
press,a,,1750044455.086,0.091,0.0,0.3733,user1,s3
release,a,0.038,1750044455.124,,,,user1,s3
press,Key.space,,1750044455.21,0.124,0.0,0.3733,user1,s3
release,Key.space,0.037,1750044455.248,,,,user1,s3
press,p,,1750044455.903,0.692,0.0,0.3733,user1,s3
release,p,0.018,1750044455.92,,,,user1,s3
press,r,,1750044456.106,0.204,0.0,0.3733,user1,s3
release,r,0.043,1750044456.15,,,,user1,s3
press,e,,1750044456.275,0.169,0.0,0.3733,user1,s3
release,e,0.063,1750044456.338,,,,user1,s3
press,m,,1750044456.47,0.195,0.0,0.3733,user1,s3
release,m,0.055,1750044456.525,,,,user1,s3
press,i,,1750044456.809,0.339,0.0,0.3733,user1,s3
release,i,0.047,1750044456.856,,,,user1,s3
press,u,,1750044457.076,0.267,0.0,0.3733,user1,s3
release,u,0.073,1750044457.149,,,,user1,s3
press,m,,1750044457.325,0.249,0.0,0.3733,user1,s3
release,m,0.062,1750044457.387,,,,user1,s3
press,Key.space,,1750044457.543,0.218,0.0,0.3733,user1,s3
release,Key.space,0.046,1750044457.588,,,,user1,s3
press,q,,1750044458.87,1.328,0.0,0.3734,user1,s3
release,q,0.018,1750044458.888,,,,user1,s3
press,u,,1750044458.994,0.124,0.0,0.3734,user1,s3
release,u,0.064,1750044459.059,,,,user1,s3
press,a,,1750044459.172,0.178,0.0,0.3734,user1,s3
release,a,0.051,1750044459.223,,,,user1,s3
press,l,,1750044459.405,0.233,0.0,0.3734,user1,s3
release,l,0.06,1750044459.465,,,,user1,s3
press,i,,1750044459.822,0.417,0.0,0.3734,user1,s3
release,i,0.08,1750044459.902,,,,user1,s3
press,t,,1750044460.021,0.199,0.0,0.3734,user1,s3
release,t,0.069,1750044460.09,,,,user1,s3
press,y,,1750044460.136,0.115,0.0,0.3734,user1,s3
release,y,0.055,1750044460.191,,,,user1,s3
press,Key.space,,1750044460.355,0.219,0.0,0.3734,user1,s3
release,Key.space,0.058,1750044460.414,,,,user1,s3
press,e,,1750044460.61,0.255,0.0,0.3734,user1,s3
release,e,0.026,1750044460.635,,,,user1,s3
press,x,,1750044460.88,0.27,0.0,0.3734,user1,s3
release,x,0.034,1750044460.914,,,,user1,s3
press,t,,1750044461.169,0.289,0.0,0.3734,user1,s3
release,t,0.065,1750044461.234,,,,user1,s3
press,e,,1750044461.39,0.22,0.0,0.3734,user1,s3
release,e,0.051,1750044461.441,,,,user1,s3
press,r,,1750044461.532,0.142,0.0,0.3734,user1,s3
release,r,0.074,1750044461.605,,,,user1,s3
press,i,,1750044461.699,0.168,0.0,0.3734,user1,s3
release,i,0.079,1750044461.778,,,,user1,s3
press,o,,1750044462.129,0.429,0.0,0.3734,user1,s3
release,o,0.069,1750044462.197,,,,user1,s3
press,r,,1750044462.41,0.281,0.0,0.3734,user1,s3
release,r,0.01,1750044462.42,,,,user1,s3
press,Key.space,,1750044462.505,0.095,0.0,0.3734,user1,s3
release,Key.space,0.044,1750044462.549,,,,user1,s3
press,b,,1750044463.105,0.6,0.0,0.3734,user1,s3
release,b,0.064,1750044463.169,,,,user1,s3
press,o,,1750044463.406,0.301,0.0,0.3734,user1,s3
release,o,0.071,1750044463.477,,,,user1,s3
press,d,,1750044463.97,0.564,0.0,0.3734,user1,s3
release,d,0.023,1750044463.993,,,,user1,s3
press,y,,1750044464.103,0.133,0.0,0.3734,user1,s3
release,y,0.064,1750044464.167,,,,user1,s3
press,Key.space,,1750044465.529,1.426,0.0,0.3734,user1,s3
release,Key.space,0.059,1750044465.589,,,,user1,s3
press,w,,1750044465.77,0.241,0.0,0.3734,user1,s3
release,w,0.044,1750044465.814,,,,user1,s3
press,h,,1750044466.062,0.292,0.0,0.3734,user1,s3
release,h,0.07,1750044466.132,,,,user1,s3
press,i,,1750044466.34,0.278,0.0,0.3734,user1,s3
release,i,0.035,1750044466.375,,,,user1,s3
press,c,,1750044466.516,0.176,0.0,0.3734,user1,s3
release,c,0.063,1750044466.579,,,,user1,s3
press,h,,1750044466.671,0.155,0.0,0.3734,user1,s3
release,h,0.026,1750044466.697,,,,user1,s3
press,Key.space,,1750044466.828,0.157,0.0,0.3734,user1,s3
release,Key.space,0.051,1750044466.879,,,,user1,s3
press,m,,1750044467.022,0.194,0.0,0.3735,user1,s3
release,m,0.057,1750044467.078,,,,user1,s3
press,a,,1750044467.145,0.123,0.0,0.3735,user1,s3
release,a,0.061,1750044467.206,,,,user1,s3
press,k,,1750044467.282,0.137,0.0,0.3735,user1,s3
release,k,0.066,1750044467.348,,,,user1,s3
press,e,,1750044467.434,0.153,0.0,0.3735,user1,s3
release,e,0.053,1750044467.488,,,,user1,s3
press,s,,1750044467.606,0.172,0.0,0.3735,user1,s3
release,s,0.068,1750044467.674,,,,user1,s3
press,Key.space,,1750044467.722,0.116,0.0,0.3735,user1,s3
release,Key.space,0.053,1750044467.774,,,,user1,s3
press,t,,1750044468.087,0.366,0.0,0.3735,user1,s3
release,t,0.069,1750044468.156,,,,user1,s3
press,h,,1750044468.187,0.1,0.0,0.3735,user1,s3
release,h,0.062,1750044468.248,,,,user1,s3
press,e,,1750044468.326,0.139,0.0,0.3735,user1,s3
release,e,0.061,1750044468.387,,,,user1,s3
press,m,,1750044468.524,0.199,0.0,0.3735,user1,s3
release,m,0.055,1750044468.579,,,,user1,s3
press,Key.space,,1750044468.753,0.228,0.0,0.3735,user1,s3
release,Key.space,0.048,1750044468.8,,,,user1,s3
press,t,,1750044470.15,1.397,0.0,0.3735,user1,s3
release,t,0.035,1750044470.185,,,,user1,s3
press,h,,1750044470.236,0.087,0.0,0.3735,user1,s3
release,h,0.054,1750044470.29,,,,user1,s3
press,e,,1750044470.364,0.128,0.0,0.3735,user1,s3
release,e,0.049,1750044470.413,,,,user1,s3
press,Key.space,,1750044470.495,0.13,0.0,0.3735,user1,s3
release,Key.space,0.043,1750044470.538,,,,user1,s3
press,b,,1750044470.81,0.316,0.0,0.3735,user1,s3
release,b,0.038,1750044470.848,,,,user1,s3
press,e,,1750044470.964,0.153,0.0,0.3735,user1,s3
release,e,0.068,1750044471.031,,,,user1,s3
press,s,,1750044471.151,0.188,0.0,0.3735,user1,s3
release,s,0.073,1750044471.225,,,,user1,s3
press,t,,1750044471.422,0.27,0.0,0.3735,user1,s3
release,t,0.061,1750044471.482,,,,user1,s3
press,Key.space,,1750044471.545,0.124,0.0,0.3735,user1,s3
release,Key.space,0.055,1750044471.6,,,,user1,s3
press,c,,1750044471.993,0.448,0.0,0.3735,user1,s3
release,c,0.058,1750044472.052,,,,user1,s3
press,h,,1750044472.095,0.102,0.0,0.3735,user1,s3
release,h,0.064,1750044472.16,,,,user1,s3
press,o,,1750044472.433,0.338,0.0,0.3735,user1,s3
release,o,0.069,1750044472.503,,,,user1,s3
press,i,,1750044472.598,0.164,0.0,0.3735,user1,s3
release,i,0.068,1750044472.666,,,,user1,s3
press,c,,1750044472.881,0.283,0.0,0.3735,user1,s3
release,c,0.053,1750044472.934,,,,user1,s3
press,e,,1750044473.094,0.214,0.0,0.3735,user1,s3
release,e,0.055,1750044473.149,,,,user1,s3
press,Key.space,,1750044473.48,0.386,0.0,0.3735,user1,s3
release,Key.space,0.028,1750044473.508,,,,user1,s3
press,f,,1750044473.715,0.234,0.0,0.3735,user1,s3
release,f,0.055,1750044473.77,,,,user1,s3
press,o,,1750044473.808,0.094,0.0,0.3735,user1,s3
release,o,0.074,1750044473.882,,,,user1,s3
press,r,,1750044474.048,0.239,0.0,0.3735,user1,s3
release,r,0.063,1750044474.111,,,,user1,s3
press,Key.space,,1750044474.155,0.107,0.0,0.3735,user1,s3
release,Key.space,0.053,1750044474.208,,,,user1,s3
press,s,,1750044474.47,0.315,0.0,0.3735,user1,s3
release,s,0.038,1750044474.507,,,,user1,s3
press,t,,1750044474.742,0.272,0.0,0.3735,user1,s3
release,t,0.059,1750044474.801,,,,user1,s3
press,u,,1750044474.926,0.184,0.0,0.3735,user1,s3
release,u,0.07,1750044474.996,,,,user1,s3
press,f,,1750044475.195,0.269,0.0,0.3736,user1,s3
release,f,0.023,1750044475.218,,,,user1,s3
press,Key.backspace,,1750044475.71,0.514,1.0,0.3736,user1,s3
release,Key.backspace,0.085,1750044475.795,,,,user1,s3
press,d,,1750044475.869,0.16,0.0,0.3736,user1,s3
release,d,0.076,1750044475.945,,,,user1,s3
press,e,,1750044476.082,0.213,0.0,0.3736,user1,s3
release,e,0.066,1750044476.148,,,,user1,s3
press,n,,1750044476.215,0.133,0.0,0.3736,user1,s3
release,n,0.054,1750044476.269,,,,user1,s3
press,t,,1750044476.461,0.246,0.0,0.3736,user1,s3
release,t,0.065,1750044476.526,,,,user1,s3
press,s,,1750044476.755,0.294,0.0,0.3736,user1,s3
release,s,0.069,1750044476.824,,,,user1,s3
press,Key.space,,1750044477.018,0.263,0.0,0.3736,user1,s3
release,Key.space,0.066,1750044477.084,,,,user1,s3
press,a,,1750044478.7,1.682,0.0,0.3736,user1,s3
release,a,0.035,1750044478.735,,,,user1,s3
press,n,,1750044478.835,0.135,0.0,0.3736,user1,s3
release,n,0.066,1750044478.901,,,,user1,s3
press,d,,1750044478.997,0.162,0.0,0.3736,user1,s3
release,d,0.06,1750044479.057,,,,user1,s3
press,Key.space,,1750044479.104,0.107,0.0,0.3736,user1,s3
release,Key.space,0.062,1750044479.166,,,,user1,s3
press,c,,1750044479.6,0.496,0.0,0.3736,user1,s3
release,c,0.062,1750044479.662,,,,user1,s3
press,r,,1750044479.888,0.288,0.0,0.3736,user1,s3
release,r,0.066,1750044479.954,,,,user1,s3
press,e,,1750044480.065,0.177,0.0,0.3736,user1,s3
release,e,0.066,1750044480.13,,,,user1,s3
press,a,,1750044480.321,0.256,0.0,0.3736,user1,s3
release,a,0.057,1750044480.378,,,,user1,s3
press,r,,1750044480.608,0.287,0.0,0.3736,user1,s3
release,r,0.057,1750044480.665,,,,user1,s3
press,i,,1750044480.749,0.141,0.0,0.3736,user1,s3
release,i,0.074,1750044480.823,,,,user1,s3
press,v,,1750044480.995,0.246,0.0,0.3736,user1,s3
release,v,0.061,1750044481.056,,,,user1,s3
press,e,,1750044481.249,0.254,0.0,0.3736,user1,s3
release,e,0.06,1750044481.309,,,,user1,s3
press,Key.space,,1750044481.369,0.12,0.0,0.3736,user1,s3
release,Key.space,0.053,1750044481.423,,,,user1,s3
press,p,,1750044481.861,0.491,0.0,0.3736,user1,s3
release,p,0.081,1750044481.942,,,,user1,s3
press,r,,1750044482.077,0.216,0.0,0.3736,user1,s3
release,r,0.065,1750044482.142,,,,user1,s3
press,o,,1750044482.225,0.148,0.0,0.3736,user1,s3
release,o,0.063,1750044482.288,,,,user1,s3
press,f,,1750044482.572,0.347,0.0,0.3736,user1,s3
release,f,0.057,1750044482.629,,,,user1,s3
press,e,,1750044482.846,0.274,0.0,0.3736,user1,s3
release,e,0.034,1750044482.88,,,,user1,s3
press,s,,1750044483.104,0.258,0.0,0.3736,user1,s3
release,s,0.057,1750044483.161,,,,user1,s3
press,s,,1750044483.246,0.142,0.0,0.3736,user1,s3
release,s,0.066,1750044483.312,,,,user1,s3
press,i,,1750044483.39,0.145,0.0,0.3736,user1,s3
release,i,0.047,1750044483.438,,,,user1,s3
press,o,,1750044483.537,0.146,0.0,0.3736,user1,s3
release,o,0.075,1750044483.612,,,,user1,s3
press,n,,1750044483.732,0.196,0.0,0.3736,user1,s3
release,n,0.047,1750044483.78,,,,user1,s3
press,a,,1750044483.834,0.101,0.0,0.3736,user1,s3
release,a,0.064,1750044483.897,,,,user1,s3
press,l,,1750044484.058,0.224,0.0,0.3737,user1,s3
release,l,0.027,1750044484.085,,,,user1,s3
press,s,,1750044484.331,0.273,0.0,0.3737,user1,s3
release,s,0.072,1750044484.403,,,,user1,s3
press,.,,1750044484.911,0.581,0.0,0.3737,user1,s3
release,.,0.006,1750044484.918,,,,user1,s3
press,Key.esc,,1750044488.056,3.145,0.0,0.3737,user1,s3
release,Key.esc,0.109,1750044488.165,,,,user1,s3
