event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
press,e,,1750045274.858,0.129,0.0,0.3828,user1,s4
release,e,0.063,1750045274.921,,,,user1,s4
press,Key.space,,1750045274.966,0.108,0.0,0.3828,user1,s4
release,Key.space,0.054,1750045275.02,,,,user1,s4
press,b,,1750045275.44,0.474,0.0,0.3828,user1,s4
release,b,0.041,1750045275.481,,,,user1,s4
press,o,,1750045275.778,0.338,0.0,0.3828,user1,s4
release,o,0.066,1750045275.844,,,,user1,s4
press,x,,1750045276.075,0.297,0.0,0.3828,user1,s4
release,x,0.009,1750045276.083,,,,user1,s4
press,Key.space,,1750045276.7,0.625,0.0,0.3828,user1,s4
release,Key.space,0.021,1750045276.721,,,,user1,s4
press,t,,1750045277.377,0.677,0.0,0.3828,user1,s4
release,t,0.067,1750045277.444,,,,user1,s4
press,Key.backspace,,1750045278.174,0.797,1.0,0.3828,user1,s4
release,Key.backspace,0.054,1750045278.228,,,,user1,s4
press,i,,1750045278.53,0.356,0.0,0.3828,user1,s4
release,i,0.057,1750045278.587,,,,user1,s4
press,t,,1750045278.665,0.135,0.0,0.3828,user1,s4
release,t,0.067,1750045278.733,,,,user1,s4
press,Key.space,,1750045278.778,0.112,0.0,0.3828,user1,s4
release,Key.space,0.052,1750045278.83,,,,user1,s4
press,i,,1750045278.981,0.203,0.0,0.3828,user1,s4
release,i,0.048,1750045279.029,,,,user1,s4
press,s,,1750045279.129,0.148,0.0,0.3829,user1,s4
release,s,0.076,1750045279.204,,,,user1,s4
press,Key.space,,1750045279.242,0.113,0.0,0.3829,user1,s4
release,Key.space,0.051,1750045279.293,,,,user1,s4
press,p,,1750045279.82,0.578,0.0,0.3829,user1,s4
release,p,0.029,1750045279.849,,,,user1,s4
press,o,,1750045279.969,0.149,0.0,0.3829,user1,s4
release,o,0.052,1750045280.021,,,,user1,s4
press,w,,1750045280.27,0.301,0.0,0.3829,user1,s4
release,w,0.062,1750045280.332,,,,user1,s4
press,e,,1750045280.453,0.183,0.0,0.3829,user1,s4
release,e,0.087,1750045280.54,,,,user1,s4
press,r,,1750045280.66,0.207,0.0,0.3829,user1,s4
release,r,0.075,1750045280.736,,,,user1,s4
press,e,,1750045280.87,0.21,0.0,0.3829,user1,s4
release,e,0.04,1750045280.91,,,,user1,s4
press,d,,1750045281.173,0.303,0.0,0.3829,user1,s4
release,d,0.036,1750045281.209,,,,user1,s4
press,Key.space,,1750045281.308,0.134,0.0,0.3829,user1,s4
release,Key.space,0.057,1750045281.365,,,,user1,s4
press,b,,1750045281.954,0.646,0.0,0.3829,user1,s4
release,b,0.067,1750045282.021,,,,user1,s4
press,y,,1750045282.52,0.566,0.0,0.3829,user1,s4
release,y,0.064,1750045282.584,,,,user1,s4
press,Key.space,,1750045282.751,0.231,0.0,0.3829,user1,s4
release,Key.space,0.061,1750045282.812,,,,user1,s4
press,t,,1750045283.81,1.06,0.0,0.3829,user1,s4
release,t,0.045,1750045283.855,,,,user1,s4
press,h,,1750045283.894,0.084,0.0,0.3829,user1,s4
release,h,0.068,1750045283.962,,,,user1,s4
press,e,,1750045284.092,0.198,0.0,0.3829,user1,s4
release,e,0.074,1750045284.166,,,,user1,s4
press,Key.space,,1750045284.203,0.111,0.0,0.3829,user1,s4
release,Key.space,0.049,1750045284.252,,,,user1,s4
press,q,,1750045284.681,0.477,0.0,0.3829,user1,s4
release,q,0.04,1750045284.721,,,,user1,s4
press,u,,1750045284.848,0.167,0.0,0.3829,user1,s4
release,u,0.073,1750045284.92,,,,user1,s4
press,a,,1750045285.002,0.154,0.0,0.3829,user1,s4
release,a,0.063,1750045285.065,,,,user1,s4
press,l,,1750045285.192,0.19,0.0,0.3829,user1,s4
release,l,0.05,1750045285.242,,,,user1,s4
press,c,,1750045286.418,1.226,0.0,0.3829,user1,s4
release,c,0.12,1750045286.538,,,,user1,s4
press,o,,1750045286.697,0.279,0.0,0.3829,user1,s4
release,o,0.064,1750045286.761,,,,user1,s4
press,m,,1750045286.96,0.263,0.0,0.3829,user1,s4
release,m,0.024,1750045286.984,,,,user1,s4
press,m,,1750045287.061,0.102,0.0,0.383,user1,s4
release,m,0.076,1750045287.137,,,,user1,s4
press,Key.space,,1750045287.265,0.204,0.0,0.383,user1,s4
release,Key.space,0.052,1750045287.317,,,,user1,s4
press,7,,1750045288.82,1.555,0.0,0.383,user1,s4
release,7,0.032,1750045288.852,,,,user1,s4
press,s,,1750045289.3,0.48,0.0,0.383,user1,s4
release,s,0.043,1750045289.343,,,,user1,s4
press,Key.space,,1750045289.433,0.133,0.0,0.383,user1,s4
release,Key.space,0.043,1750045289.476,,,,user1,s4
press,g,,1750045289.75,0.317,0.0,0.383,user1,s4
release,g,0.028,1750045289.778,,,,user1,s4
press,e,,1750045289.991,0.24,0.0,0.383,user1,s4
release,e,0.038,1750045290.028,,,,user1,s4
press,n,,1750045290.119,0.128,0.0,0.383,user1,s4
release,n,0.059,1750045290.177,,,,user1,s4
press,Key.space,,1750045290.349,0.23,0.0,0.383,user1,s4
release,Key.space,0.058,1750045290.407,,,,user1,s4
press,2,,1750045290.591,0.242,0.0,0.383,user1,s4
release,2,0.0,1750045290.591,,,,user1,s4
press,2,,1750045290.592,0.001,0.0,0.383,user1,s4
release,2,0.001,1750045290.593,,,,user1,s4
press,2,,1750045291.07,0.478,0.0,0.383,user1,s4
release,2,0.051,1750045291.121,,,,user1,s4
press,Key.space,,1750045291.206,0.135,0.0,0.383,user1,s4
release,Key.space,0.044,1750045291.25,,,,user1,s4
press,s,,1750045292.111,0.906,0.0,0.383,user1,s4
release,s,0.067,1750045292.178,,,,user1,s4
press,o,,1750045292.541,0.43,0.0,0.383,user1,s4
release,o,0.066,1750045292.607,,,,user1,s4
press,c,,1750045292.688,0.148,0.0,0.383,user1,s4
release,c,0.069,1750045292.758,,,,user1,s4
press,Key.space,,1750045293.71,1.022,0.0,0.383,user1,s4
release,Key.space,0.017,1750045293.728,,,,user1,s4
press,i,,1750045294.73,1.019,0.0,0.383,user1,s4
release,i,0.047,1750045294.777,,,,user1,s4
press,t,,1750045294.868,0.138,0.0,0.383,user1,s4
release,t,0.059,1750045294.927,,,,user1,s4
press,Key.space,,1750045295.025,0.158,0.0,0.383,user1,s4
release,Key.space,0.036,1750045295.061,,,,user1,s4
press,a,,1750045295.234,0.209,0.0,0.383,user1,s4
release,a,0.07,1750045295.304,,,,user1,s4
press,l,,1750045295.446,0.212,0.0,0.383,user1,s4
release,l,0.053,1750045295.499,,,,user1,s4
press,s,,1750045295.553,0.107,0.0,0.383,user1,s4
release,s,0.058,1750045295.611,,,,user1,s4
press,o,,1750045295.687,0.134,0.0,0.383,user1,s4
release,o,0.063,1750045295.75,,,,user1,s4
press,Key.space,,1750045295.879,0.192,0.0,0.383,user1,s4
release,Key.space,0.05,1750045295.929,,,,user1,s4
press,s,,1750045296.081,0.201,0.0,0.3831,user1,s4
release,s,0.056,1750045296.136,,,,user1,s4
press,u,,1750045296.35,0.27,0.0,0.3831,user1,s4
release,u,0.049,1750045296.399,,,,user1,s4
press,p,,1750045296.672,0.322,0.0,0.3831,user1,s4
release,p,0.06,1750045296.732,,,,user1,s4
press,p,,1750045296.815,0.143,0.0,0.3831,user1,s4
release,p,0.059,1750045296.874,,,,user1,s4
press,o,,1750045296.994,0.179,0.0,0.3831,user1,s4
release,o,0.063,1750045297.057,,,,user1,s4
press,r,,1750045297.304,0.31,0.0,0.3831,user1,s4
release,r,0.066,1750045297.37,,,,user1,s4
press,t,,1750045297.483,0.179,0.0,0.3831,user1,s4
release,t,0.064,1750045297.547,,,,user1,s4
press,s,,1750045297.741,0.259,0.0,0.3831,user1,s4
release,s,0.063,1750045297.805,,,,user1,s4
press,Key.space,,1750045297.908,0.166,0.0,0.3831,user1,s4
release,Key.space,0.042,1750045297.95,,,,user1,s4
press,k,,1750045298.404,0.496,0.0,0.3831,user1,s4
release,k,0.055,1750045298.459,,,,user1,s4
press,e,,1750045298.812,0.408,0.0,0.3831,user1,s4
release,e,0.043,1750045298.855,,,,user1,s4
press,y,,1750045299.05,0.238,0.0,0.3831,user1,s4
release,y,0.021,1750045299.071,,,,user1,s4
press,b,,1750045299.562,0.512,0.0,0.3831,user1,s4
release,b,0.029,1750045299.592,,,,user1,s4
press,o,,1750045299.89,0.327,0.0,0.3831,user1,s4
release,o,0.027,1750045299.917,,,,user1,s4
press,a,,1750045300.221,0.331,0.0,0.3831,user1,s4
release,a,0.06,1750045300.28,,,,user1,s4
press,r,,1750045300.494,0.273,0.0,0.3831,user1,s4
release,r,0.071,1750045300.565,,,,user1,s4
press,d,,1750045300.687,0.193,0.0,0.3831,user1,s4
release,d,0.063,1750045300.75,,,,user1,s4
press,Key.space,,1750045300.837,0.15,0.0,0.3831,user1,s4
release,Key.space,0.054,1750045300.891,,,,user1,s4
press,a,,1750045300.978,0.141,0.0,0.3831,user1,s4
release,a,0.062,1750045301.04,,,,user1,s4
press,n,,1750045301.073,0.095,0.0,0.3831,user1,s4
release,n,0.044,1750045301.116,,,,user1,s4
press,d,,1750045301.271,0.198,0.0,0.3831,user1,s4
release,d,0.028,1750045301.299,,,,user1,s4
press,Key.space,,1750045301.372,0.101,0.0,0.3831,user1,s4
release,Key.space,0.057,1750045301.429,,,,user1,s4
press,p,,1750045301.84,0.468,0.0,0.3831,user1,s4
release,p,0.055,1750045301.895,,,,user1,s4
press,e,,1750045302.051,0.211,0.0,0.3831,user1,s4
release,e,0.044,1750045302.095,,,,user1,s4
press,n,,1750045302.175,0.124,0.0,0.3831,user1,s4
release,n,0.063,1750045302.238,,,,user1,s4
press,c,,1750045302.577,0.402,0.0,0.3831,user1,s4
release,c,0.056,1750045302.633,,,,user1,s4
press,i,,1750045302.815,0.238,0.0,0.3831,user1,s4
release,i,0.072,1750045302.887,,,,user1,s4
press,l,,1750045303.137,0.322,0.0,0.3831,user1,s4
release,l,0.063,1750045303.2,,,,user1,s4
press,Key.space,,1750045304.09,0.953,0.0,0.3831,user1,s4
release,Key.space,0.064,1750045304.154,,,,user1,s4
press,b,,1750045305.591,1.5,0.0,0.3832,user1,s4
release,b,0.036,1750045305.627,,,,user1,s4
press,u,,1750045305.849,0.258,0.0,0.3832,user1,s4
release,u,0.063,1750045305.912,,,,user1,s4
press,t,,1750045306.102,0.253,0.0,0.3832,user1,s4
release,t,0.047,1750045306.149,,,,user1,s4
press,Key.space,,1750045306.341,0.24,0.0,0.3832,user1,s4
release,Key.space,0.046,1750045306.388,,,,user1,s4
press,t,,1750045306.581,0.24,0.0,0.3832,user1,s4
release,t,0.03,1750045306.611,,,,user1,s4
press,h,,1750045306.728,0.146,0.0,0.3832,user1,s4
release,h,0.077,1750045306.805,,,,user1,s4
press,e,,1750045307.03,0.302,0.0,0.3832,user1,s4
release,e,0.047,1750045307.077,,,,user1,s4
press,s,,1750045307.217,0.187,0.0,0.3832,user1,s4
release,s,0.05,1750045307.267,,,,user1,s4
press,e,,1750045307.385,0.168,0.0,0.3832,user1,s4
release,e,0.076,1750045307.461,,,,user1,s4
press,Key.space,,1750045307.644,0.259,0.0,0.3832,user1,s4
release,Key.space,0.058,1750045307.702,,,,user1,s4
press,a,,1750045308.431,0.787,0.0,0.3832,user1,s4
release,a,0.069,1750045308.5,,,,user1,s4
press,c,,1750045308.712,0.281,0.0,0.3832,user1,s4
release,c,0.063,1750045308.774,,,,user1,s4
press,c,,1750045308.891,0.179,0.0,0.3832,user1,s4
release,c,0.048,1750045308.938,,,,user1,s4
press,e,,1750045309.1,0.209,0.0,0.3832,user1,s4
release,e,0.037,1750045309.137,,,,user1,s4
press,s,,1750045309.55,0.45,0.0,0.3832,user1,s4
release,s,0.035,1750045309.586,,,,user1,s4
press,s,,1750045309.672,0.121,0.0,0.3832,user1,s4
release,s,0.08,1750045309.752,,,,user1,s4
press,o,,1750045309.91,0.238,0.0,0.3832,user1,s4
release,o,0.058,1750045309.968,,,,user1,s4
press,r,,1750045310.181,0.271,0.0,0.3832,user1,s4
release,r,0.037,1750045310.219,,,,user1,s4
press,i,,1750045310.31,0.129,0.0,0.3832,user1,s4
release,i,0.063,1750045310.374,,,,user1,s4
press,e,,1750045310.63,0.32,0.0,0.3832,user1,s4
release,e,0.038,1750045310.668,,,,user1,s4
press,s,,1750045310.795,0.165,0.0,0.3832,user1,s4
release,s,0.072,1750045310.867,,,,user1,s4
press,Key.space,,1750045310.916,0.121,0.0,0.3832,user1,s4
release,Key.space,0.044,1750045310.961,,,,user1,s4
press,h,,1750045311.121,0.205,0.0,0.3832,user1,s4
release,h,0.046,1750045311.167,,,,user1,s4
press,a,,1750045311.281,0.16,0.0,0.3832,user1,s4
release,a,0.085,1750045311.366,,,,user1,s4
press,v,,1750045311.455,0.174,0.0,0.3832,user1,s4
release,v,0.07,1750045311.526,,,,user1,s4
press,e,,1750045311.62,0.165,0.0,0.3832,user1,s4
release,e,0.058,1750045311.678,,,,user1,s4
press,Key.space,,1750045311.698,0.078,0.0,0.3832,user1,s4
release,Key.space,0.061,1750045311.759,,,,user1,s4
press,t,,1750045311.922,0.224,0.0,0.3832,user1,s4
release,t,0.052,1750045311.973,,,,user1,s4
press,o,,1750045312.073,0.151,0.0,0.3832,user1,s4
release,o,0.036,1750045312.109,,,,user1,s4
press,Key.space,,1750045312.237,0.165,0.0,0.3832,user1,s4
release,Key.space,0.049,1750045312.286,,,,user1,s4
press,b,,1750045312.415,0.178,0.0,0.3832,user1,s4
release,b,0.075,1750045312.49,,,,user1,s4
press,e,,1750045312.534,0.119,0.0,0.3832,user1,s4
release,e,0.069,1750045312.603,,,,user1,s4
press,Key.space,,1750045312.634,0.1,0.0,0.3832,user1,s4
release,Key.space,0.054,1750045312.689,,,,user1,s4
press,p,,1750045313.099,0.465,0.0,0.3833,user1,s4
release,p,0.066,1750045313.165,,,,user1,s4
press,u,,1750045313.51,0.411,0.0,0.3833,user1,s4
release,u,0.031,1750045313.541,,,,user1,s4
press,r,,1750045313.736,0.226,0.0,0.3833,user1,s4
release,r,0.066,1750045313.801,,,,user1,s4
press,c,,1750045314.045,0.309,0.0,0.3833,user1,s4
release,c,0.066,1750045314.111,,,,user1,s4
press,h,,1750045314.186,0.141,0.0,0.3833,user1,s4
release,h,0.058,1750045314.244,,,,user1,s4
press,a,,1750045314.358,0.172,0.0,0.3833,user1,s4
release,a,0.08,1750045314.438,,,,user1,s4
press,s,,1750045314.549,0.192,0.0,0.3833,user1,s4
release,s,0.074,1750045314.624,,,,user1,s4
press,e,,1750045314.745,0.195,0.0,0.3833,user1,s4
release,e,0.055,1750045314.799,,,,user1,s4
press,d,,1750045314.951,0.206,0.0,0.3833,user1,s4
release,d,0.057,1750045315.007,,,,user1,s4
press,Key.space,,1750045315.126,0.175,0.0,0.3833,user1,s4
release,Key.space,0.039,1750045315.164,,,,user1,s4
press,s,,1750045319.36,4.234,0.0,0.3833,user1,s4
release,s,0.05,1750045319.41,,,,user1,s4
press,e,,1750045319.711,0.351,0.0,0.3833,user1,s4
release,e,0.075,1750045319.786,,,,user1,s4
press,p,,1750045319.936,0.226,0.0,0.3833,user1,s4
release,p,0.079,1750045320.015,,,,user1,s4
press,e,,1750045320.155,0.218,0.0,0.3833,user1,s4
release,e,0.101,1750045320.255,,,,user1,s4
press,r,,1750045320.363,0.209,0.0,0.3833,user1,s4
release,r,0.068,1750045320.432,,,,user1,s4
press,a,,1750045320.654,0.291,0.0,0.3833,user1,s4
release,a,0.063,1750045320.717,,,,user1,s4
press,t,,1750045320.95,0.295,0.0,0.3833,user1,s4
release,t,0.072,1750045321.022,,,,user1,s4
press,e,,1750045321.341,0.391,0.0,0.3833,user1,s4
release,e,0.053,1750045321.394,,,,user1,s4
press,l,,1750045321.496,0.155,0.0,0.3833,user1,s4
release,l,0.074,1750045321.57,,,,user1,s4
press,y,,1750045321.82,0.324,0.0,0.3833,user1,s4
release,y,0.013,1750045321.834,,,,user1,s4
press,Key.space,,1750045322.48,0.66,0.0,0.3834,user1,s4
release,Key.space,0.069,1750045322.549,,,,user1,s4
press,t,,1750045323.351,0.871,0.0,0.3834,user1,s4
release,t,0.035,1750045323.386,,,,user1,s4
press,h,,1750045323.465,0.114,0.0,0.3834,user1,s4
release,h,0.043,1750045323.509,,,,user1,s4
press,e,,1750045323.576,0.11,0.0,0.3834,user1,s4
release,e,0.055,1750045323.631,,,,user1,s4
press,Key.space,,1750045323.7,0.125,0.0,0.3834,user1,s4
release,Key.space,0.049,1750045323.749,,,,user1,s4
press,r,,1750045323.901,0.2,0.0,0.3834,user1,s4
release,r,0.065,1750045323.966,,,,user1,s4
press,e,,1750045324.091,0.191,0.0,0.3834,user1,s4
release,e,0.064,1750045324.155,,,,user1,s4
press,d,,1750045324.277,0.186,0.0,0.3834,user1,s4
release,d,0.067,1750045324.344,,,,user1,s4
press,m,,1750045324.551,0.274,0.0,0.3834,user1,s4
release,m,0.035,1750045324.586,,,,user1,s4
press,i,,1750045324.975,0.424,0.0,0.3834,user1,s4
release,i,0.06,1750045325.036,,,,user1,s4
press,Key.space,,1750045325.171,0.196,0.0,0.3834,user1,s4
release,Key.space,0.068,1750045325.239,,,,user1,s4
press,p,,1750045325.475,0.303,0.0,0.3834,user1,s4
release,p,0.064,1750045325.538,,,,user1,s4
press,a,,1750045325.627,0.152,0.0,0.3834,user1,s4
release,a,0.078,1750045325.705,,,,user1,s4
press,d,,1750045325.873,0.246,0.0,0.3834,user1,s4
release,d,0.028,1750045325.9,,,,user1,s4
press,Key.space,,1750045325.975,0.102,0.0,0.3834,user1,s4
release,Key.space,0.056,1750045326.031,,,,user1,s4
press,p,,1750045326.399,0.424,0.0,0.3834,user1,s4
release,p,0.108,1750045326.507,,,,user1,s4
press,r,,1750045326.65,0.251,0.0,0.3834,user1,s4
release,r,0.055,1750045326.704,,,,user1,s4
press,o,,1750045326.793,0.143,0.0,0.3834,user1,s4
release,o,0.065,1750045326.858,,,,user1,s4
press,Key.space,,1750045327.042,0.249,0.0,0.3834,user1,s4
release,Key.space,0.031,1750045327.073,,,,user1,s4
press,i,,1750045328.66,1.619,0.0,0.3834,user1,s4
release,i,0.061,1750045328.721,,,,user1,s4
press,s,,1750045328.843,0.183,0.0,0.3834,user1,s4
release,s,0.06,1750045328.904,,,,user1,s4
press,Key.space,,1750045328.936,0.093,0.0,0.3834,user1,s4
release,Key.space,0.048,1750045328.984,,,,user1,s4
press,a,,1750045329.112,0.176,0.0,0.3834,user1,s4
release,a,0.048,1750045329.16,,,,user1,s4
press,n,,1750045329.225,0.113,0.0,0.3834,user1,s4
release,n,0.052,1750045329.277,,,,user1,s4
press,Key.space,,1750045329.406,0.181,0.0,0.3834,user1,s4
release,Key.space,0.062,1750045329.468,,,,user1,s4
press,a,,1750045329.606,0.2,0.0,0.3834,user1,s4
release,a,0.067,1750045329.672,,,,user1,s4
press,f,,1750045329.908,0.303,0.0,0.3834,user1,s4
release,f,0.06,1750045329.968,,,,user1,s4
press,f,,1750045330.054,0.146,0.0,0.3834,user1,s4
release,f,0.092,1750045330.146,,,,user1,s4
press,o,,1750045330.162,0.107,0.0,0.3834,user1,s4
release,o,0.073,1750045330.234,,,,user1,s4
press,r,,1750045330.364,0.202,0.0,0.3834,user1,s4
release,r,0.068,1750045330.432,,,,user1,s4
press,d,,1750045330.571,0.207,0.0,0.3834,user1,s4
release,d,0.064,1750045330.635,,,,user1,s4
press,a,,1750045330.85,0.279,0.0,0.3834,user1,s4
release,a,0.037,1750045330.887,,,,user1,s4
press,b,,1750045331.194,0.344,0.0,0.3835,user1,s4
release,b,0.057,1750045331.251,,,,user1,s4
press,l,,1750045331.534,0.34,0.0,0.3835,user1,s4
release,l,0.066,1750045331.6,,,,user1,s4
press,e,,1750045331.684,0.151,0.0,0.3835,user1,s4
release,e,0.054,1750045331.738,,,,user1,s4
press,Key.space,,1750045331.901,0.216,0.0,0.3835,user1,s4
release,Key.space,0.016,1750045331.917,,,,user1,s4
press,t,,1750045332.38,0.48,0.0,0.3835,user1,s4
release,t,0.053,1750045332.433,,,,user1,s4
press,a,,1750045332.654,0.274,0.0,0.3835,user1,s4
release,a,0.054,1750045332.708,,,,user1,s4
press,b,,1750045332.776,0.122,0.0,0.3835,user1,s4
release,b,0.063,1750045332.839,,,,user1,s4
press,l,,1750045333.1,0.324,0.0,0.3835,user1,s4
release,l,0.039,1750045333.139,,,,user1,s4
press,e,,1750045333.491,0.39,0.0,0.3835,user1,s4
release,e,0.033,1750045333.524,,,,user1,s4
press,t,,1750045333.684,0.194,0.0,0.3835,user1,s4
release,t,0.068,1750045333.752,,,,user1,s4
press,Key.space,,1750045333.861,0.177,0.0,0.3835,user1,s4
release,Key.space,0.052,1750045333.913,,,,user1,s4
press,g,,1750045334.3,0.439,0.0,0.3835,user1,s4
release,g,0.0,1750045334.3,,,,user1,s4
press,o,,1750045334.489,0.189,0.0,0.3835,user1,s4
release,o,0.067,1750045334.556,,,,user1,s4
press,o,,1750045334.642,0.153,0.0,0.3835,user1,s4
release,o,0.086,1750045334.728,,,,user1,s4
press,d,,1750045334.818,0.176,0.0,0.3835,user1,s4
release,d,0.072,1750045334.89,,,,user1,s4
press,Key.space,,1750045335.02,0.202,0.0,0.3835,user1,s4
release,Key.space,0.019,1750045335.039,,,,user1,s4
press,f,,1750045336.284,1.264,0.0,0.3835,user1,s4
release,f,0.071,1750045336.356,,,,user1,s4
press,o,,1750045336.504,0.22,0.0,0.3835,user1,s4
release,o,0.074,1750045336.578,,,,user1,s4
press,r,,1750045336.693,0.189,0.0,0.3835,user1,s4
release,r,0.074,1750045336.767,,,,user1,s4
press,Key.space,,1750045336.816,0.123,0.0,0.3835,user1,s4
release,Key.space,0.051,1750045336.866,,,,user1,s4
press,b,,1750045337.124,0.308,0.0,0.3835,user1,s4
release,b,0.047,1750045337.171,,,,user1,s4
press,a,,1750045337.235,0.112,0.0,0.3835,user1,s4
release,a,0.074,1750045337.31,,,,user1,s4
press,s,,1750045337.419,0.184,0.0,0.3835,user1,s4
release,s,0.085,1750045337.504,,,,user1,s4
press,i,,1750045337.668,0.249,0.0,0.3835,user1,s4
release,i,0.075,1750045337.743,,,,user1,s4
press,c,,1750045337.88,0.211,0.0,0.3835,user1,s4
release,c,0.075,1750045337.954,,,,user1,s4
press,Key.space,,1750045338.006,0.126,0.0,0.3835,user1,s4
release,Key.space,0.049,1750045338.055,,,,user1,s4
press,w,,1750045338.35,0.344,0.0,0.3835,user1,s4
release,w,0.059,1750045338.409,,,,user1,s4
press,o,,1750045338.525,0.174,0.0,0.3835,user1,s4
release,o,0.067,1750045338.592,,,,user1,s4
press,r,,1750045338.77,0.245,0.0,0.3835,user1,s4
release,r,0.062,1750045338.832,,,,user1,s4
press,k,,1750045338.916,0.146,0.0,0.3835,user1,s4
release,k,0.05,1750045338.966,,,,user1,s4
press,Key.space,,1750045339.134,0.218,0.0,0.3836,user1,s4
release,Key.space,0.055,1750045339.189,,,,user1,s4
press,a,,1750045339.284,0.15,0.0,0.3836,user1,s4
release,a,0.061,1750045339.345,,,,user1,s4
press,n,,1750045339.375,0.09,0.0,0.3836,user1,s4
release,n,0.056,1750045339.431,,,,user1,s4
press,d,,1750045339.582,0.207,0.0,0.3836,user1,s4
release,d,0.036,1750045339.617,,,,user1,s4
press,Key.space,,1750045339.668,0.087,0.0,0.3836,user1,s4
release,Key.space,0.053,1750045339.722,,,,user1,s4
press,e,,1750045339.923,0.255,0.0,0.3836,user1,s4
release,e,0.08,1750045340.004,,,,user1,s4
press,n,,1750045340.113,0.19,0.0,0.3836,user1,s4
release,n,0.053,1750045340.166,,,,user1,s4
press,t,,1750045340.562,0.449,0.0,0.3836,user1,s4
release,t,0.074,1750045340.636,,,,user1,s4
press,e,,1750045340.787,0.225,0.0,0.3836,user1,s4
release,e,0.072,1750045340.859,,,,user1,s4
press,r,,1750045340.959,0.172,0.0,0.3836,user1,s4
release,r,0.066,1750045341.025,,,,user1,s4
press,t,,1750045341.32,0.361,0.0,0.3836,user1,s4
release,t,0.038,1750045341.358,,,,user1,s4
press,a,,1750045341.646,0.326,0.0,0.3836,user1,s4
release,a,0.069,1750045341.715,,,,user1,s4
press,i,,1750045341.89,0.244,0.0,0.3836,user1,s4
release,i,0.034,1750045341.923,,,,user1,s4
press,n,,1750045342.06,0.17,0.0,0.3836,user1,s4
release,n,0.063,1750045342.123,,,,user1,s4
press,m,,1750045342.28,0.22,0.0,0.3836,user1,s4
release,m,0.028,1750045342.308,,,,user1,s4
press,e,,1750045342.337,0.057,0.0,0.3836,user1,s4
release,e,0.072,1750045342.409,,,,user1,s4
press,n,,1750045342.67,0.333,0.0,0.3836,user1,s4
release,n,0.046,1750045342.716,,,,user1,s4
press,t,,1750045342.82,0.149,0.0,0.3836,user1,s4
release,t,0.055,1750045342.874,,,,user1,s4
press,Key.space,,1750045343.84,1.02,0.0,0.3836,user1,s4
release,Key.space,0.032,1750045343.872,,,,user1,s4
press,t,,1750045344.83,0.99,0.0,0.3836,user1,s4
release,t,0.044,1750045344.874,,,,user1,s4
press,h,,1750045344.933,0.102,0.0,0.3836,user1,s4
release,h,0.061,1750045344.993,,,,user1,s4
press,e,,1750045345.06,0.128,0.0,0.3836,user1,s4
release,e,0.06,1750045345.121,,,,user1,s4
press,Key.space,,1750045345.174,0.113,0.0,0.3836,user1,s4
release,Key.space,0.063,1750045345.236,,,,user1,s4
press,r,,1750045345.491,0.317,0.0,0.3836,user1,s4
release,r,0.051,1750045345.542,,,,user1,s4
press,e,,1750045345.672,0.182,0.0,0.3836,user1,s4
release,e,0.039,1750045345.712,,,,user1,s4
press,d,,1750045345.85,0.177,0.0,0.3836,user1,s4
release,d,0.051,1750045345.901,,,,user1,s4
press,m,,1750045346.092,0.242,0.0,0.3836,user1,s4
release,m,0.056,1750045346.148,,,,user1,s4
press,i,,1750045346.902,0.811,0.0,0.3836,user1,s4
release,i,0.06,1750045346.963,,,,user1,s4
press,Key.space,,1750045347.11,0.208,0.0,0.3836,user1,s4
release,Key.space,0.047,1750045347.158,,,,user1,s4
press,p,,1750045347.336,0.226,0.0,0.3836,user1,s4
release,p,0.072,1750045347.408,,,,user1,s4
press,a,,1750045347.463,0.127,0.0,0.3836,user1,s4
release,a,0.069,1750045347.531,,,,user1,s4
press,d,,1750045347.687,0.225,0.0,0.3836,user1,s4
release,d,0.09,1750045347.777,,,,user1,s4
press,Key.space,,1750045347.862,0.175,0.0,0.3836,user1,s4
release,Key.space,0.06,1750045347.922,,,,user1,s4
press,2,,1750045348.115,0.253,0.0,0.3837,user1,s4
release,2,0.079,1750045348.194,,,,user1,s4
press,Key.space,,1750045348.248,0.133,0.0,0.3837,user1,s4
release,Key.space,0.054,1750045348.302,,,,user1,s4
press,i,,1750045349.47,1.223,0.0,0.3837,user1,s4
release,i,0.063,1750045349.534,,,,user1,s4
press,s,,1750045349.607,0.136,0.0,0.3837,user1,s4
release,s,0.065,1750045349.672,,,,user1,s4
press,Key.space,,1750045349.75,0.144,0.0,0.3837,user1,s4
release,Key.space,0.033,1750045349.783,,,,user1,s4
press,a,,1750045349.88,0.13,0.0,0.3837,user1,s4
release,a,0.043,1750045349.924,,,,user1,s4
press,l,,1750045350.026,0.145,0.0,0.3837,user1,s4
release,l,0.046,1750045350.072,,,,user1,s4
press,s,,1750045350.215,0.19,0.0,0.3837,user1,s4
release,s,0.066,1750045350.281,,,,user1,s4
press,o,,1750045350.367,0.151,0.0,0.3837,user1,s4
release,o,0.074,1750045350.44,,,,user1,s4
press,Key.space,,1750045350.583,0.217,0.0,0.3837,user1,s4
release,Key.space,0.056,1750045350.639,,,,user1,s4
press,s,,1750045351.404,0.821,0.0,0.3837,user1,s4
