event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
release,t,0.069,1750094649.637,,,,user1,s6
press,i,,1750094649.739,0.171,0.0,0.9543,user1,s6
release,i,0.076,1750094649.815,,,,user1,s6
press,o,,1750094649.92,0.181,0.0,0.9543,user1,s6
release,o,0.065,1750094649.985,,,,user1,s6
press,n,,1750094650.165,0.246,0.0,0.9543,user1,s6
release,n,0.08,1750094650.246,,,,user1,s6
press,s,,1750094650.361,0.196,0.0,0.9543,user1,s6
release,s,0.069,1750094650.43,,,,user1,s6
press,",",,1750094652.013,1.651,0.0,0.9543,user1,s6
release,",",0.019,1750094652.032,,,,user1,s6
press,Key.space,,1750094652.196,0.183,0.0,0.9543,user1,s6
release,Key.space,0.046,1750094652.242,,,,user1,s6
press,e,,1750094652.468,0.272,0.0,0.9543,user1,s6
release,e,0.066,1750094652.534,,,,user1,s6
press,n,,1750094652.672,0.204,0.0,0.9543,user1,s6
release,n,0.053,1750094652.725,,,,user1,s6
press,h,,1750094653.153,0.481,0.0,0.9543,user1,s6
release,h,0.059,1750094653.212,,,,user1,s6
press,a,,1750094653.275,0.122,0.0,0.9543,user1,s6
release,a,0.073,1750094653.348,,,,user1,s6
press,n,,1750094653.676,0.401,0.0,0.9543,user1,s6
release,n,0.081,1750094653.757,,,,user1,s6
press,c,,1750094654.054,0.378,0.0,0.9543,user1,s6
release,c,0.085,1750094654.139,,,,user1,s6
press,e,,1750094654.331,0.278,0.0,0.9543,user1,s6
release,e,0.073,1750094654.405,,,,user1,s6
press,Key.space,,1750094655.103,0.772,0.0,0.9543,user1,s6
release,Key.space,0.034,1750094655.137,,,,user1,s6
press,d,,1750094656.753,1.65,0.0,0.9544,user1,s6
release,d,0.039,1750094656.792,,,,user1,s6
press,e,,1750094656.897,0.144,0.0,0.9544,user1,s6
release,e,0.048,1750094656.945,,,,user1,s6
press,c,,1750094657.143,0.246,0.0,0.9544,user1,s6
release,c,0.031,1750094657.174,,,,user1,s6
press,i,,1750094657.289,0.146,0.0,0.9544,user1,s6
release,i,0.075,1750094657.364,,,,user1,s6
press,s,,1750094657.451,0.162,0.0,0.9544,user1,s6
release,s,0.053,1750094657.504,,,,user1,s6
press,i,,1750094657.599,0.148,0.0,0.9544,user1,s6
release,i,0.068,1750094657.668,,,,user1,s6
press,o,,1750094657.784,0.184,0.0,0.9544,user1,s6
release,o,0.089,1750094657.873,,,,user1,s6
press,n,,1750094658.045,0.261,0.0,0.9544,user1,s6
release,n,0.061,1750094658.106,,,,user1,s6
press,-,,1750094658.643,0.598,0.0,0.9544,user1,s6
release,-,0.063,1750094658.706,,,,user1,s6
press,m,,1750094659.123,0.48,0.0,0.9544,user1,s6
release,m,0.028,1750094659.151,,,,user1,s6
press,a,,1750094659.242,0.12,0.0,0.9544,user1,s6
release,a,0.075,1750094659.318,,,,user1,s6
press,k,,1750094659.427,0.185,0.0,0.9544,user1,s6
release,k,0.08,1750094659.507,,,,user1,s6
press,i,,1750094659.683,0.256,0.0,0.9544,user1,s6
release,i,0.062,1750094659.746,,,,user1,s6
press,n,,1750094659.867,0.184,0.0,0.9544,user1,s6
release,n,0.069,1750094659.937,,,,user1,s6
press,g,,1750094660.172,0.304,0.0,0.9544,user1,s6
release,g,0.071,1750094660.243,,,,user1,s6
press,",",,1750094661.868,1.697,0.0,0.9544,user1,s6
release,",",0.057,1750094661.926,,,,user1,s6
press,Key.space,,1750094662.07,0.202,0.0,0.9544,user1,s6
release,Key.space,0.04,1750094662.11,,,,user1,s6
press,a,,1750094662.225,0.156,0.0,0.9544,user1,s6
release,a,0.073,1750094662.298,,,,user1,s6
press,n,,1750094662.395,0.169,0.0,0.9544,user1,s6
release,n,0.062,1750094662.456,,,,user1,s6
press,d,,1750094662.582,0.187,0.0,0.9544,user1,s6
release,d,0.063,1750094662.645,,,,user1,s6
press,Key.space,,1750094662.692,0.11,0.0,0.9544,user1,s6
release,Key.space,0.052,1750094662.744,,,,user1,s6
press,b,,1750094663.166,0.474,0.0,0.9544,user1,s6
release,b,0.063,1750094663.228,,,,user1,s6
press,o,,1750094663.446,0.281,0.0,0.9544,user1,s6
release,o,0.034,1750094663.48,,,,user1,s6
press,o,,1750094663.557,0.111,0.0,0.9544,user1,s6
release,o,0.076,1750094663.633,,,,user1,s6
press,s,,1750094663.713,0.156,0.0,0.9544,user1,s6
release,s,0.071,1750094663.784,,,,user1,s6
press,t,,1750094664.014,0.302,0.0,0.9544,user1,s6
release,t,0.027,1750094664.041,,,,user1,s6
press,Key.space,,1750094664.624,0.61,0.0,0.9544,user1,s6
release,Key.space,0.049,1750094664.673,,,,user1,s6
press,e,,1750094665.752,1.128,0.0,0.9545,user1,s6
release,e,0.039,1750094665.791,,,,user1,s6
press,f,,1750094666.083,0.33,0.0,0.9545,user1,s6
release,f,0.043,1750094666.126,,,,user1,s6
press,f,,1750094666.217,0.135,0.0,0.9545,user1,s6
release,f,0.068,1750094666.286,,,,user1,s6
press,i,,1750094666.44,0.222,0.0,0.9545,user1,s6
release,i,0.076,1750094666.516,,,,user1,s6
press,c,,1750094666.6,0.16,0.0,0.9545,user1,s6
release,c,0.073,1750094666.673,,,,user1,s6
press,i,,1750094666.685,0.085,0.0,0.9545,user1,s6
release,i,0.09,1750094666.775,,,,user1,s6
press,e,,1750094667.073,0.388,0.0,0.9545,user1,s6
release,e,0.039,1750094667.111,,,,user1,s6
press,n,,1750094667.21,0.138,0.0,0.9545,user1,s6
release,n,0.062,1750094667.272,,,,user1,s6
press,v,,1750094667.548,0.338,0.0,0.9545,user1,s6
release,v,0.046,1750094667.594,,,,user1,s6
press,Key.backspace,,1750094668.063,0.515,1.0,0.9545,user1,s6
release,Key.backspace,0.069,1750094668.131,,,,user1,s6
press,c,,1750094668.303,0.24,0.0,0.9545,user1,s6
release,c,0.074,1750094668.377,,,,user1,s6
press,y,,1750094668.663,0.36,0.0,0.9545,user1,s6
release,y,0.039,1750094668.702,,,,user1,s6
press,Key.space,,1750094668.985,0.322,0.0,0.9545,user1,s6
release,Key.space,0.043,1750094669.028,,,,user1,s6
press,Key.backspace,,1750094671.063,2.078,1.0,0.9545,user1,s6
release,Key.backspace,0.067,1750094671.13,,,,user1,s6
press,.,,1750094671.664,0.601,0.0,0.9545,user1,s6
release,.,0.011,1750094671.675,,,,user1,s6
press,Key.space,,1750094671.921,0.258,0.0,0.9545,user1,s6
release,Key.space,0.048,1750094671.969,,,,user1,s6
press,Key.shift,,1750094683.376,11.454,0.0,0.9547,user1,s6
press,I,,1750094683.512,0.137,0.0,0.9547,user1,s6
release,Key.shift,0.199,1750094683.574,,,,user1,s6
release,i,16.905,1750094683.59,,,,user1,s6
press,t,,1750094683.801,0.289,0.0,0.9547,user1,s6
release,t,0.072,1750094683.874,,,,user1,s6
press,Key.space,,1750094683.953,0.152,0.0,0.9547,user1,s6
release,Key.space,0.065,1750094684.018,,,,user1,s6
press,g,,1750094685.525,1.572,0.0,0.9547,user1,s6
release,g,0.05,1750094685.575,,,,user1,s6
press,o,,1750094685.714,0.189,0.0,0.9547,user1,s6
release,o,0.084,1750094685.797,,,,user1,s6
press,e,,1750094685.909,0.195,0.0,0.9547,user1,s6
release,e,0.066,1750094685.975,,,,user1,s6
press,s,,1750094686.118,0.209,0.0,0.9547,user1,s6
release,s,0.071,1750094686.189,,,,user1,s6
press,Key.space,,1750094686.268,0.15,0.0,0.9547,user1,s6
release,Key.space,0.062,1750094686.33,,,,user1,s6
press,b,,1750094687.49,1.222,0.0,0.9547,user1,s6
release,b,0.074,1750094687.563,,,,user1,s6
press,e,,1750094687.679,0.189,0.0,0.9547,user1,s6
release,e,0.062,1750094687.74,,,,user1,s6
press,y,,1750094687.957,0.278,0.0,0.9547,user1,s6
release,y,0.038,1750094687.995,,,,user1,s6
press,o,,1750094688.233,0.275,0.0,0.9547,user1,s6
release,o,0.061,1750094688.294,,,,user1,s6
press,Key.backspace,,1750094689.073,0.84,1.0,0.9547,user1,s6
release,Key.backspace,0.109,1750094689.181,,,,user1,s6
press,o,,1750094690.326,1.254,0.0,0.9547,user1,s6
release,o,0.09,1750094690.416,,,,user1,s6
press,n,,1750094690.547,0.221,0.0,0.9547,user1,s6
release,n,0.059,1750094690.606,,,,user1,s6
press,d,,1750094690.982,0.435,0.0,0.9547,user1,s6
release,d,0.018,1750094691.0,,,,user1,s6
press,Key.space,,1750094691.725,0.743,0.0,0.9548,user1,s6
release,Key.space,0.054,1750094691.78,,,,user1,s6
press,r,,1750094692.406,0.681,0.0,0.9548,user1,s6
release,r,0.064,1750094692.47,,,,user1,s6
press,u,,1750094692.618,0.211,0.0,0.9548,user1,s6
release,u,0.06,1750094692.678,,,,user1,s6
press,l,,1750094693.01,0.392,0.0,0.9548,user1,s6
release,l,0.063,1750094693.073,,,,user1,s6
press,e,,1750094693.181,0.171,0.0,0.9548,user1,s6
release,e,0.068,1750094693.249,,,,user1,s6
press,-,,1750094693.953,0.772,0.0,0.9548,user1,s6
release,-,0.053,1750094694.007,,,,user1,s6
press,b,,1750094694.463,0.509,0.0,0.9548,user1,s6
release,b,0.043,1750094694.506,,,,user1,s6
press,a,,1750094694.59,0.127,0.0,0.9548,user1,s6
release,a,0.073,1750094694.663,,,,user1,s6
press,s,,1750094694.775,0.185,0.0,0.9548,user1,s6
release,s,0.077,1750094694.852,,,,user1,s6
press,e,,1750094694.984,0.209,0.0,0.9548,user1,s6
release,e,0.054,1750094695.038,,,,user1,s6
press,d,,1750094695.183,0.199,0.0,0.9548,user1,s6
release,d,0.056,1750094695.239,,,,user1,s6
press,Key.space,,1750094696.831,1.648,0.0,0.9548,user1,s6
release,Key.space,0.095,1750094696.926,,,,user1,s6
press,a,,1750094697.313,0.482,0.0,0.9548,user1,s6
release,a,0.09,1750094697.403,,,,user1,s6
press,u,,1750094697.551,0.239,0.0,0.9548,user1,s6
release,u,0.066,1750094697.618,,,,user1,s6
press,t,,1750094697.827,0.276,0.0,0.9548,user1,s6
release,t,0.067,1750094697.895,,,,user1,s6
press,o,,1750094697.976,0.149,0.0,0.9548,user1,s6
release,o,0.091,1750094698.068,,,,user1,s6
press,m,,1750094698.218,0.241,0.0,0.9548,user1,s6
release,m,0.057,1750094698.274,,,,user1,s6
press,a,,1750094698.335,0.117,0.0,0.9548,user1,s6
release,a,0.072,1750094698.407,,,,user1,s6
press,t,,1750094698.724,0.389,0.0,0.9548,user1,s6
release,t,0.083,1750094698.806,,,,user1,s6
press,i,,1750094698.955,0.231,0.0,0.9548,user1,s6
release,i,0.079,1750094699.034,,,,user1,s6
press,o,,1750094699.129,0.174,0.0,0.9548,user1,s6
release,o,0.096,1750094699.226,,,,user1,s6
press,n,,1750094699.364,0.234,0.0,0.9548,user1,s6
release,n,0.061,1750094699.425,,,,user1,s6
press,Key.space,,1750094699.955,0.591,0.0,0.9548,user1,s6
release,Key.space,0.021,1750094699.976,,,,user1,s6
press,b,,1750094701.303,1.348,0.0,0.9549,user1,s6
release,b,0.056,1750094701.359,,,,user1,s6
press,y,,1750094701.577,0.274,0.0,0.9549,user1,s6
release,y,0.033,1750094701.61,,,,user1,s6
press,Key.space,,1750094701.749,0.172,0.0,0.9549,user1,s6
release,Key.space,0.056,1750094701.805,,,,user1,s6
press,u,,1750094703.379,1.631,0.0,0.9549,user1,s6
release,u,0.084,1750094703.463,,,,user1,s6
press,s,,1750094703.551,0.172,0.0,0.9549,user1,s6
release,s,0.095,1750094703.646,,,,user1,s6
press,i,,1750094703.716,0.165,0.0,0.9549,user1,s6
release,i,0.077,1750094703.793,,,,user1,s6
press,n,,1750094703.954,0.238,0.0,0.9549,user1,s6
release,n,0.06,1750094704.015,,,,user1,s6
press,g,,1750094704.245,0.29,0.0,0.9549,user1,s6
release,g,0.054,1750094704.299,,,,user1,s6
press,Key.space,,1750094704.475,0.23,0.0,0.9549,user1,s6
release,Key.space,0.063,1750094704.538,,,,user1,s6
press,m,,1750094707.002,2.528,0.0,0.9549,user1,s6
release,m,0.039,1750094707.041,,,,user1,s6
press,a,,1750094707.18,0.177,0.0,0.9549,user1,s6
release,a,0.048,1750094707.228,,,,user1,s6
press,c,,1750094707.413,0.234,0.0,0.9549,user1,s6
release,c,0.048,1750094707.462,,,,user1,s6
press,h,,1750094707.563,0.15,0.0,0.9549,user1,s6
release,h,0.069,1750094707.633,,,,user1,s6
press,i,,1750094707.783,0.22,0.0,0.9549,user1,s6
release,i,0.083,1750094707.867,,,,user1,s6
press,n,,1750094707.984,0.201,0.0,0.9549,user1,s6
release,n,0.044,1750094708.028,,,,user1,s6
press,e,,1750094708.178,0.194,0.0,0.955,user1,s6
release,e,0.055,1750094708.234,,,,user1,s6
press,Key.space,,1750094708.283,0.104,0.0,0.955,user1,s6
release,Key.space,0.058,1750094708.341,,,,user1,s6
press,l,,1750094718.134,9.851,0.0,0.9551,user1,s6
release,l,0.073,1750094718.206,,,,user1,s6
press,e,,1750094718.425,0.291,0.0,0.9551,user1,s6
release,e,0.064,1750094718.489,,,,user1,s6
press,a,,1750094718.649,0.224,0.0,0.9551,user1,s6
release,a,0.081,1750094718.73,,,,user1,s6
press,r,,1750094718.904,0.255,0.0,0.9551,user1,s6
release,r,0.069,1750094718.973,,,,user1,s6
press,n,,1750094719.091,0.187,0.0,0.9551,user1,s6
release,n,0.065,1750094719.156,,,,user1,s6
press,i,,1750094719.326,0.235,0.0,0.9551,user1,s6
release,i,0.065,1750094719.391,,,,user1,s6
press,n,,1750094719.493,0.167,0.0,0.9551,user1,s6
release,n,0.058,1750094719.551,,,,user1,s6
press,g,,1750094719.789,0.296,0.0,0.9551,user1,s6
release,g,0.066,1750094719.855,,,,user1,s6
press,",",,1750094721.523,1.733,0.0,0.9551,user1,s6
release,",",0.038,1750094721.561,,,,user1,s6
press,Key.space,,1750094721.695,0.172,0.0,0.9551,user1,s6
release,Key.space,0.055,1750094721.75,,,,user1,s6
press,n,,1750094722.153,0.458,0.0,0.9551,user1,s6
release,n,0.021,1750094722.174,,,,user1,s6
press,a,,1750094722.265,0.112,0.0,0.9551,user1,s6
release,a,0.077,1750094722.341,,,,user1,s6
press,t,,1750094722.697,0.432,0.0,0.9551,user1,s6
release,t,0.043,1750094722.74,,,,user1,s6
press,u,,1750094722.81,0.113,0.0,0.9551,user1,s6
release,u,0.064,1750094722.873,,,,user1,s6
press,r,,1750094722.964,0.155,0.0,0.9551,user1,s6
release,r,0.053,1750094723.017,,,,user1,s6
press,a,,1750094723.227,0.263,0.0,0.9551,user1,s6
release,a,0.051,1750094723.278,,,,user1,s6
press,l,,1750094723.37,0.143,0.0,0.9551,user1,s6
release,l,0.06,1750094723.43,,,,user1,s6
press,Key.space,,1750094724.942,1.572,0.0,0.9551,user1,s6
release,Key.space,0.049,1750094724.992,,,,user1,s6
press,l,,1750094725.543,0.6,0.0,0.9552,user1,s6
release,l,0.023,1750094725.566,,,,user1,s6
press,a,,1750094725.63,0.087,0.0,0.9552,user1,s6
release,a,0.078,1750094725.708,,,,user1,s6
press,n,,1750094725.787,0.156,0.0,0.9552,user1,s6
release,n,0.043,1750094725.83,,,,user1,s6
press,g,,1750094726.172,0.386,0.0,0.9552,user1,s6
release,g,0.038,1750094726.21,,,,user1,s6
press,u,,1750094726.384,0.212,0.0,0.9552,user1,s6
release,u,0.036,1750094726.42,,,,user1,s6
press,a,,1750094726.448,0.064,0.0,0.9552,user1,s6
release,a,0.059,1750094726.507,,,,user1,s6
press,g,,1750094726.588,0.139,0.0,0.9552,user1,s6
release,g,0.057,1750094726.644,,,,user1,s6
press,e,,1750094726.891,0.303,0.0,0.9552,user1,s6
release,e,0.065,1750094726.956,,,,user1,s6
press,Key.space,,1750094727.881,0.99,0.0,0.9552,user1,s6
release,Key.space,0.061,1750094727.942,,,,user1,s6
press,p,,1750094728.48,0.598,0.0,0.9552,user1,s6
release,p,0.075,1750094728.555,,,,user1,s6
press,r,,1750094728.752,0.273,0.0,0.9552,user1,s6
release,r,0.06,1750094728.812,,,,user1,s6
press,o,,1750094728.908,0.155,0.0,0.9552,user1,s6
release,o,0.07,1750094728.978,,,,user1,s6
press,c,,1750094729.308,0.401,0.0,0.9552,user1,s6
release,c,0.065,1750094729.373,,,,user1,s6
press,e,,1750094729.53,0.222,0.0,0.9552,user1,s6
release,e,0.053,1750094729.583,,,,user1,s6
press,s,,1750094729.779,0.249,0.0,0.9552,user1,s6
release,s,0.052,1750094729.832,,,,user1,s6
press,s,,1750094729.893,0.114,0.0,0.9552,user1,s6
release,s,0.064,1750094729.957,,,,user1,s6
press,i,,1750094730.014,0.121,0.0,0.9552,user1,s6
release,i,0.075,1750094730.089,,,,user1,s6
press,n,,1750094730.234,0.219,0.0,0.9552,user1,s6
release,n,0.056,1750094730.289,,,,user1,s6
press,g,,1750094730.386,0.152,0.0,0.9552,user1,s6
release,g,0.066,1750094730.451,,,,user1,s6
press,Key.space,,1750094730.585,0.199,0.0,0.9552,user1,s6
release,Key.space,0.041,1750094730.625,,,,user1,s6
press,Key.shift,,1750094732.287,1.703,0.0,0.9552,user1,s6
press,(,,1750094732.466,0.179,0.0,0.9552,user1,s6
release,(,0.092,1750094732.558,,,,user1,s6
press,N,,1750094732.769,0.303,0.0,0.9552,user1,s6
release,N,0.084,1750094732.852,,,,user1,s6
press,L,,1750094733.107,0.339,0.0,0.9552,user1,s6
release,L,0.062,1750094733.17,,,,user1,s6
press,P,,1750094733.432,0.324,0.0,0.9552,user1,s6
release,P,0.084,1750094733.516,,,,user1,s6
release,Key.shift,1.369,1750094733.656,,,,user1,s6
press,Key.shift,,1750094733.754,0.323,0.0,0.9552,user1,s6
press,),,1750094734.153,0.398,0.0,0.9553,user1,s6
release,),0.049,1750094734.202,,,,user1,s6
release,Key.shift,0.515,1750094734.269,,,,user1,s6
press,Key.space,,1750094734.603,0.45,0.0,0.9553,user1,s6
release,Key.space,0.024,1750094734.627,,,,user1,s6
press,Key.backspace,,1750094735.203,0.6,1.0,0.9553,user1,s6
release,Key.backspace,0.048,1750094735.251,,,,user1,s6
press,",",,1750094735.541,0.338,0.0,0.9553,user1,s6
release,",",0.05,1750094735.591,,,,user1,s6
press,Key.space,,1750094735.726,0.185,0.0,0.9553,user1,s6
release,Key.space,0.048,1750094735.774,,,,user1,s6
press,a,,1750094737.221,1.496,0.0,0.9553,user1,s6
release,a,0.057,1750094737.279,,,,user1,s6
press,n,,1750094737.385,0.163,0.0,0.9553,user1,s6
release,n,0.047,1750094737.432,,,,user1,s6
press,d,,1750094737.573,0.188,0.0,0.9553,user1,s6
release,d,0.045,1750094737.618,,,,user1,s6
press,Key.space,,1750094737.68,0.107,0.0,0.9553,user1,s6
release,Key.space,0.053,1750094737.733,,,,user1,s6
press,c,,1750094739.197,1.517,0.0,0.9553,user1,s6
release,c,0.072,1750094739.269,,,,user1,s6
press,o,,1750094739.483,0.286,0.0,0.9553,user1,s6
release,o,0.063,1750094739.546,,,,user1,s6
press,m,,1750094739.702,0.22,0.0,0.9553,user1,s6
release,m,0.031,1750094739.733,,,,user1,s6
press,p,,1750094739.943,0.241,0.0,0.9553,user1,s6
release,p,0.056,1750094739.999,,,,user1,s6
press,u,,1750094740.333,0.39,0.0,0.9553,user1,s6
release,u,0.043,1750094740.376,,,,user1,s6
press,t,,1750094740.645,0.312,0.0,0.9553,user1,s6
release,t,0.086,1750094740.73,,,,user1,s6
press,e,,1750094740.916,0.271,0.0,0.9553,user1,s6
release,e,0.091,1750094741.007,,,,user1,s6
press,r,,1750094741.068,0.152,0.0,0.9553,user1,s6
release,r,0.08,1750094741.148,,,,user1,s6
press,Key.space,,1750094741.268,0.2,0.0,0.9553,user1,s6
release,Key.space,0.069,1750094741.337,,,,user1,s6
press,v,,1750094742.406,1.138,0.0,0.9553,user1,s6
release,v,0.072,1750094742.478,,,,user1,s6
press,i,,1750094742.604,0.198,0.0,0.9553,user1,s6
release,i,0.083,1750094742.687,,,,user1,s6
press,s,,1750094742.809,0.205,0.0,0.9553,user1,s6
release,s,0.058,1750094742.867,,,,user1,s6
press,i,,1750094742.88,0.071,0.0,0.9553,user1,s6
release,i,0.058,1750094742.938,,,,user1,s6
press,o,,1750094743.071,0.191,0.0,0.9554,user1,s6
release,o,0.091,1750094743.162,,,,user1,s6
press,n,,1750094743.271,0.2,0.0,0.9554,user1,s6
release,n,0.065,1750094743.335,,,,user1,s6
press,Key.space,,1750094744.08,0.81,0.0,0.9554,user1,s6
release,Key.space,0.084,1750094744.164,,,,user1,s6
press,-,,1750094744.623,0.543,0.0,0.9554,user1,s6
release,-,0.05,1750094744.673,,,,user1,s6
press,Key.space,,1750094744.837,0.214,0.0,0.9554,user1,s6
release,Key.space,0.063,1750094744.9,,,,user1,s6
press,e,,1750094745.157,0.32,0.0,0.9554,user1,s6
release,e,0.066,1750094745.223,,,,user1,s6
press,n,,1750094745.319,0.162,0.0,0.9554,user1,s6
release,n,0.065,1750094745.383,,,,user1,s6
press,a,,1750094745.477,0.158,0.0,0.9554,user1,s6
release,a,0.065,1750094745.542,,,,user1,s6
press,b,,1750094745.764,0.287,0.0,0.9554,user1,s6
release,b,0.012,1750094745.776,,,,user1,s6
press,l,,1750094746.082,0.318,0.0,0.9554,user1,s6
release,l,0.079,1750094746.16,,,,user1,s6
press,i,,1750094746.333,0.251,0.0,0.9554,user1,s6
release,i,0.057,1750094746.39,,,,user1,s6
press,n,,1750094746.518,0.185,0.0,0.9554,user1,s6
release,n,0.058,1750094746.576,,,,user1,s6
press,g,,1750094746.932,0.414,0.0,0.9554,user1,s6
release,g,0.02,1750094746.952,,,,user1,s6
press,Key.space,,1750094747.09,0.158,0.0,0.9554,user1,s6
release,Key.space,0.047,1750094747.138,,,,user1,s6
press,s,,1750094749.131,2.041,0.0,0.9554,user1,s6
release,s,0.041,1750094749.172,,,,user1,s6
press,y,,1750094749.517,0.386,0.0,0.9554,user1,s6
release,y,0.083,1750094749.601,,,,user1,s6
press,s,,1750094749.676,0.158,0.0,0.9554,user1,s6
release,s,0.08,1750094749.756,,,,user1,s6
press,t,,1750094749.981,0.306,0.0,0.9554,user1,s6
release,t,0.07,1750094750.052,,,,user1,s6
press,e,,1750094750.204,0.223,0.0,0.9554,user1,s6
release,e,0.067,1750094750.271,,,,user1,s6
press,m,,1750094750.386,0.182,0.0,0.9554,user1,s6
release,m,0.053,1750094750.439,,,,user1,s6
press,s,,1750094750.578,0.192,0.0,0.9554,user1,s6
release,s,0.058,1750094750.636,,,,user1,s6
press,Key.space,,1750094751.671,1.093,0.0,0.9555,user1,s6
release,Key.space,0.052,1750094751.724,,,,user1,s6
press,t,,1750094752.262,0.59,0.0,0.9555,user1,s6
release,t,0.055,1750094752.317,,,,user1,s6
press,o,,1750094752.394,0.133,0.0,0.9555,user1,s6
release,o,0.079,1750094752.473,,,,user1,s6
press,Key.space,,1750094752.616,0.222,0.0,0.9555,user1,s6
release,Key.space,0.051,1750094752.666,,,,user1,s6
press,l,,1750094752.874,0.258,0.0,0.9555,user1,s6
release,l,0.034,1750094752.908,,,,user1,s6
press,e,,1750094753.081,0.207,0.0,0.9555,user1,s6
release,e,0.065,1750094753.146,,,,user1,s6
press,a,,1750094753.326,0.244,0.0,0.9555,user1,s6
release,a,0.066,1750094753.391,,,,user1,s6
press,r,,1750094753.557,0.231,0.0,0.9555,user1,s6
release,r,0.062,1750094753.619,,,,user1,s6
press,n,,1750094753.747,0.191,0.0,0.9555,user1,s6
release,n,0.026,1750094753.773,,,,user1,s6
press,Key.space,,1750094753.907,0.16,0.0,0.9555,user1,s6
release,Key.space,0.053,1750094753.959,,,,user1,s6
press,Key.backspace,,1750094755.003,1.096,1.0,0.9555,user1,s6
release,Key.backspace,0.058,1750094755.061,,,,user1,s6
press,",",,1750094755.422,0.42,0.0,0.9555,user1,s6
release,",",0.031,1750094755.453,,,,user1,s6
press,Key.space,,1750094755.609,0.187,0.0,0.9555,user1,s6
release,Key.space,0.041,1750094755.65,,,,user1,s6
press,a,,1750094755.802,0.193,0.0,0.9555,user1,s6
release,a,0.086,1750094755.888,,,,user1,s6
press,d,,1750094756.015,0.213,0.0,0.9555,user1,s6
release,d,0.054,1750094756.069,,,,user1,s6
press,a,,1750094756.204,0.189,0.0,0.9555,user1,s6
release,a,0.069,1750094756.272,,,,user1,s6
press,p,,1750094756.381,0.177,0.0,0.9555,user1,s6
release,p,0.086,1750094756.467,,,,user1,s6
press,t,,1750094756.642,0.261,0.0,0.9555,user1,s6
release,t,0.072,1750094756.714,,,,user1,s6
press,",",,1750094757.916,1.274,0.0,0.9555,user1,s6
release,",",0.05,1750094757.966,,,,user1,s6
press,Key.space,,1750094758.107,0.191,0.0,0.9555,user1,s6
release,Key.space,0.048,1750094758.155,,,,user1,s6
press,a,,1750094758.272,0.165,0.0,0.9555,user1,s6
release,a,0.063,1750094758.335,,,,user1,s6
press,n,,1750094758.426,0.154,0.0,0.9555,user1,s6
release,n,0.052,1750094758.478,,,,user1,s6
press,d,,1750094758.685,0.259,0.0,0.9555,user1,s6
release,d,0.076,1750094758.762,,,,user1,s6
press,Key.space,,1750094759.593,0.907,0.0,0.9555,user1,s6
release,Key.space,0.033,1750094759.625,,,,user1,s6
press,h,,1750094760.087,0.494,0.0,0.9556,user1,s6
release,h,0.056,1750094760.143,,,,user1,s6
press,a,,1750094760.225,0.138,0.0,0.9556,user1,s6
release,a,0.073,1750094760.299,,,,user1,s6
press,n,,1750094760.349,0.123,0.0,0.9556,user1,s6
release,n,0.058,1750094760.406,,,,user1,s6
press,d,,1750094760.571,0.222,0.0,0.9556,user1,s6
release,d,0.074,1750094760.645,,,,user1,s6
press,l,,1750094760.919,0.348,0.0,0.9556,user1,s6
release,l,0.048,1750094760.968,,,,user1,s6
press,e,,1750094761.068,0.149,0.0,0.9556,user1,s6
release,e,0.064,1750094761.132,,,,user1,s6
press,Key.space,,1750094761.288,0.22,0.0,0.9556,user1,s6
release,Key.space,0.053,1750094761.34,,,,user1,s6
press,t,,1750094762.233,0.945,0.0,0.9556,user1,s6
release,t,0.048,1750094762.281,,,,user1,s6
press,a,,1750094762.513,0.28,0.0,0.9556,user1,s6
release,a,0.063,1750094762.577,,,,user1,s6
press,s,,1750094762.684,0.171,0.0,0.9556,user1,s6
release,s,0.063,1750094762.747,,,,user1,s6
press,k,,1750094762.855,0.171,0.0,0.9556,user1,s6
release,k,0.055,1750094762.909,,,,user1,s6
press,s,,1750094763.396,0.541,0.0,0.9556,user1,s6
release,s,0.069,1750094763.465,,,,user1,s6
press,Key.space,,1750094763.566,0.17,0.0,0.9556,user1,s6
release,Key.space,0.058,1750094763.624,,,,user1,s6
press,t,,1750094764.033,0.467,0.0,0.9556,user1,s6
release,t,0.054,1750094764.086,,,,user1,s6
press,h,,1750094764.123,0.09,0.0,0.9556,user1,s6
release,h,0.072,1750094764.195,,,,user1,s6
press,t,,1750094764.477,0.354,0.0,0.9556,user1,s6
release,t,0.022,1750094764.5,,,,user1,s6
press,Key.backspace,,1750094766.373,1.896,1.0,0.9556,user1,s6
release,Key.backspace,0.041,1750094766.414,,,,user1,s6
press,a,,1750094766.474,0.101,0.0,0.9556,user1,s6
release,a,0.082,1750094766.557,,,,user1,s6
press,t,,1750094766.818,0.343,0.0,0.9556,user1,s6
release,t,0.066,1750094766.884,,,,user1,s6
press,Key.space,,1750094766.969,0.151,0.0,0.9556,user1,s6
release,Key.space,0.062,1750094767.031,,,,user1,s6
press,o,,1750094767.272,0.303,0.0,0.9556,user1,s6
release,o,0.067,1750094767.339,,,,user1,s6
press,n,,1750094767.46,0.187,0.0,0.9556,user1,s6
release,n,0.058,1750094767.517,,,,user1,s6
press,e,,1750094767.621,0.161,0.0,0.9556,user1,s6
release,e,0.011,1750094767.632,,,,user1,s6
